71881	Ο	A	I	1	a	little	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:13
74126	ὄνομα	A	I	1	a	name	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:13:248
74126	ὄνομα	A	I	1	a	name	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:9:366
74126	ὄνομα	A	I	1	a	name	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:18:5
74126	ὄνομα	A	I	1	a	name	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:19:183
74126	ὄνομα	A	I	1	a	name	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:247
74126	ὄνομα	A	I	1	a	name	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:7:54
74126	ὄνομα	A	I	1	a	name	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:19:409
74126	ὄνομα	A	I	1	a	name	urn:cts:greekLit:tlg0020.tlg001.perseus-grc1:144
74126	ὄνομα	A	I	1	a	name	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:2:4:28
74126	ὄνομα	A	I	1	a	name	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:1:4:11
74126	ὄνομα	A	I	1	a	name	urn:cts:greekLit:tlg0059.tlg002.perseus-grc1:21c
74126	ὄνομα	A	I	1	a	name	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:18:45:4
74126	ὄνομα	A	I	1	a	name	urn:cts:greekLit:tlg0507.tlg001:1:14
74126	ὄνομα	A	I	1	a	name	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74126	ὄνομα	A	I	1	a	name	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:14
74126	ὄνομα	A	I	2	a	a name,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:19:403
74126	ὄνομα	A	I	2	a	a name,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:406
74126	ὄνομα	A	I	2	a	a name,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:8:554
74126	ὄνομα	A	I	2	a	a name,	urn:cts:greekLit:tlg0085.tlg008:6
74126	ὄνομα	A	I	2	a	a name,	urn:cts:greekLit:tlg0019.tlg006.perseus-grc1:810
74126	ὄνομα	A	I	2	a	a name,	urn:cts:greekLit:tlg0019.tlg006.perseus-grc1:1291
74126	ὄνομα	A	I	2	a	a name,	urn:cts:greekLit:tlg0032.tlg002.perseus-grc1:3:14:2
74126	ὄνομα	A	I	2	a	a name,	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:2:2:12
74126	ὄνομα	A	I	2	a	a name,	urn:cts:greekLit:tlg0086.tlg010.perseus-grc1:1119a:33
74126	ὄνομα	A	I	2	a	a name,	urn:cts:greekLit:tlg0086.tlg014:572a:11
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:8:550
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0032.tlg003.perseus-grc1:7:3
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0006.tlg010.perseus-grc1:259
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0006.tlg010.perseus-grc1:800
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0059.tlg005.perseus-grc1:393e
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0011.tlg006.perseus-grc1:605
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0011.tlg005.perseus-grc1:694
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:2:37
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:122
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:4:64
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:842e
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0028.tlg006.perseus-grc1:40
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0059.tlg008.perseus-grc1:279e
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0059.tlg005.perseus-grc1:385d
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0059.tlg009:147d
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0006.tlg007.perseus-grc1:1271
74126	ὄνομα	A	I	3	a	by name,	urn:cts:greekLit:tlg0406.tlg001:21:3
74126	ὄνομα	A	II	1	a	name, fame,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:13:248
74126	ὄνομα	A	II	1	a	name, fame,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:24:93
74126	ὄνομα	A	II	1	a	name, fame,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:71
74126	ὄνομα	A	II	1	a	name, fame,	urn:cts:greekLit:tlg0059.tlg025:282a
74126	ὄνομα	A	II	1	a	name, fame,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:7:64
74126	ὄνομα	A	II	1	a	name, fame,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:5:16
74126	ὄνομα	A	II	1	a	name, fame,	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:6:1:20
74126	ὄνομα	A	II	1	a	name, fame,	urn:cts:greekLit:tlg0059.tlg025:281c
74126	ὄνομα	A	II	1	a	name, fame,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:2:64
74126	ὄνομα	A	II	1	a	name, fame,	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:9:1:23
74126	ὄνομα	A	II	1	a	name, fame,	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:15:35:1
74126	ὄνομα	A	II	1	a	name, fame,	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:6:240c
74126	ὄνομα	A	II	1	a	name, fame,	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:241a
74126	ὄνομα	A	III	1	a	a name and nothing else,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:4:710
74126	ὄνομα	A	III	1	a	a name and nothing else,	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:16:97
74126	ὄνομα	A	III	1	a	a name and nothing else,	urn:cts:greekLit:tlg0006.tlg016.perseus-grc1:454
74126	ὄνομα	A	III	1	a	a name and nothing else,	urn:cts:greekLit:tlg0006.tlg005.perseus-grc1:502
74126	ὄνομα	A	III	1	a	a name and nothing else,	urn:cts:greekLit:tlg0540.tlg033.perseus-grc1:3
74126	ὄνομα	A	III	1	a	a name and nothing else,	urn:cts:greekLit:tlg0014.tlg009.perseus-grc1:15
74126	ὄνομα	A	III	1	a	a name and nothing else,	urn:cts:greekLit:tlg0059.tlg021:285a
74126	ὄνομα	A	III	1	a	a name and nothing else,	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:644a
74126	ὄνομα	A	III	2	a	false name, pretence, pretext,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:4:60
74126	ὄνομα	A	III	2	a	false name, pretence, pretext,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:5:89
74126	ὄνομα	A	III	2	a	false name, pretence, pretext,	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:495c
74126	ὄνομα	A	III	2	a	false name, pretence, pretext,	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:11:5:4
74126	ὄνομα	A	IV	2	a	nomen	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74126	ὄνομα	A	IV	2	a	nomen	urn:cts:greekLit:tlg0030.tlg005.perseus-grc1:6
74126	ὄνομα	A	IV	2	a	nomen	urn:cts:greekLit:tlg0030.tlg005.perseus-grc1:10
74126	ὄνομα	A	IV	2	a	nomen	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:26
74126	ὄνομα	A	IV	2	a	nomen	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:13
74126	ὄνομα	A	IV	2	a	nomen	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74126	ὄνομα	A	IV	2	a	nomen	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74126	ὄνομα	A	IV	2	a	nomen	http://www.trismegistos.org/text/22324
74126	ὄνομα	A	IV	2	a	nomen	Perseus:abo:pap,P.Cair.Preis.:47:10
74126	ὄνομα	A	IV	2	a	nomen	Perseus:abo:pap,BGU:113:11
74126	ὄνομα	A	IV	2	a	nomen	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:
74126	ὄνομα	A	IV	2	a	nomen	Perseus:abo:pap,P.Fay.:85:7
74126	ὄνομα	A	V	1	a	phrase, expression,	urn:cts:greekLit:tlg0032.tlg015.perseus-grc1:1:19
74126	ὄνομα	A	V	1	a	phrase, expression,	urn:cts:greekLit:tlg0014.tlg019.perseus-grc1:187
74126	ὄνομα	A	VI	1	a	word,	urn:cts:greekLit:tlg0059.tlg005.perseus-grc1:399b
74126	ὄνομα	A	VI	1	a	word,	urn:cts:greekLit:tlg0059.tlg002.perseus-grc1:17c
74126	ὄνομα	A	VI	1	a	word,	urn:cts:greekLit:tlg0059.tlg011.perseus-grc1:198b
74126	ὄνομα	A	VI	1	a	word,	urn:cts:greekLit:tlg0059.tlg011.perseus-grc1:199b
74126	ὄνομα	A	VI	1	a	word,	urn:cts:greekLit:tlg0059.tlg011.perseus-grc1:221e
74126	ὄνομα	A	VI	1	a	word,	urn:cts:greekLit:tlg0010.tlg015.perseus-grc1:9
74126	ὄνομα	A	VI	1	a	word,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:11
74126	ὄνομα	A	VI	1	a	word,	urn:cts:greekLit:tlg0086.tlg038.perseus-grc1:1404b:5
74126	ὄνομα	A	VI	1	a	word,	urn:cts:greekLit:tlg0026.tlg003.perseus-grc1:72
74126	ὄνομα	A	VI	1	a	word,	urn:cts:greekLit:tlg0082.tlg004:12:25
74126	ὄνομα	A	VI	1	a	word,	urn:cts:greekLit:tlg0613.tlg001:23
74126	ὄνομα	A	VI	1	a	word,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74126	ὄνομα	A	VI	2	a	noun,	urn:cts:greekLit:tlg0059.tlg006.perseus-grc1:168b
74126	ὄνομα	A	VI	2	a	noun,	urn:cts:greekLit:tlg0059.tlg007.perseus-grc1:262a
74126	ὄνομα	A	VI	2	a	noun,	urn:cts:greekLit:tlg0059.tlg007.perseus-grc1:262b
74126	ὄνομα	A	VI	2	a	noun,	urn:cts:greekLit:tlg0086.tlg034.perseus-grc1:1457a:10
74126	ὄνομα	A	VI	2	a	noun,	urn:cts:greekLit:tlg0086.tlg017:16a:19
74126	ὄνομα	A	VI	2	a	noun,	urn:cts:greekLit:tlg1264.tlg001:2:45
74126	ὄνομα	A	VI	2	a	noun,	urn:cts:greekLit:tlg0063.tlg001:636:16
74126	ὄνομα	A	VI	2	a	noun,	urn:cts:greekLit:tlg0082.tlg001:26:12
74126	ὄνομα	A	VI	2	a	noun,	urn:cts:greekLit:tlg0019.tlg003.perseus-grc1:681
74126	ὄνομα	A	VI	2	a	noun,	urn:cts:greekLit:tlg1320.tlg001:3:213
74126	ὄνομα	A	VI	2	a	noun,	urn:cts:greekLit:tlg0544.tlg002:1:222
74127	ὀνομάζω	A	I	1	a	speak of by name, call	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74127	ὀνομάζω	A	I	1	a	speak of by name, call	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:10:68
74127	ὀνομάζω	A	I	1	a	speak of by name, call	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:22:415
74127	ὀνομάζω	A	I	1	a	speak of by name, call	urn:cts:greekLit:tlg0032.tlg001.perseus-grc1:2:3:1
74127	ὀνομάζω	A	I	1	a	speak of by name, call	urn:cts:greekLit:tlg0032.tlg009.perseus-grc1:1:2
74127	ὀνομάζω	A	I	2	a	name, specify,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18:449
74127	ὀνομάζω	A	I	2	a	name, specify,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9:515
74127	ὀνομάζω	A	I	2	a	name, specify,	urn:cts:greekLit:tlg0059.tlg006.perseus-grc1:160b
74127	ὀνομάζω	A	I	2	a	name, specify,	urn:cts:greekLit:tlg0059.tlg006.perseus-grc1:166c
74127	ὀνομάζω	A	I	2	a	name, specify,	urn:cts:greekLit:tlg0059.tlg006.perseus-grc1:201d
74127	ὀνομάζω	A	I	2	a	name, specify,	urn:cts:greekLit:tlg0566.tlg001:121
74127	ὀνομάζω	A	I	2	a	name, specify,	urn:cts:greekLit:tlg0011.tlg007.perseus-grc1:294
74127	ὀνομάζω	A	II	1	a	call	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:2:44
74127	ὀνομάζω	A	II	1	a	call	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:681
74127	ὀνομάζω	A	II	1	a	call	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:4:6
74127	ὀνομάζω	A	II	1	a	call	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:3
74127	ὀνομάζω	A	II	1	a	call	urn:cts:greekLit:tlg0006.tlg014.perseus-grc1:1193
74127	ὀνομάζω	A	II	1	a	call	urn:cts:greekLit:tlg0006.tlg004.perseus-grc1:87
74127	ὀνομάζω	A	II	1	a	call	urn:cts:greekLit:tlg0011.tlg004.perseus-grc1:1021
74127	ὀνομάζω	A	II	1	a	call	urn:cts:greekLit:tlg0011.tlg006.perseus-grc1:605
74127	ὀνομάζω	A	II	1	a	call	urn:cts:greekLit:tlg0059.tlg012:238a
74127	ὀνομάζω	A	II	1	a	call	urn:cts:greekLit:tlg0014.tlg018.perseus-grc1:46
74127	ὀνομάζω	A	II	1	b	nominate,	Perseus:abo:pap,P.Oxy.:1257:1
74127	ὀνομάζω	A	II	1	b	nominate,	Perseus:abo:pap,P.Oxy.:1204:4
74127	ὀνομάζω	A	II	2	a	names they say are	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:4:33
74127	ὀνομάζω	A	II	2	a	names they say are	urn:cts:greekLit:tlg0059.tlg022:311e
74127	ὀνομάζω	A	II	2	a	names they say are	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:428e
74127	ὀνομάζω	A	II	2	a	names they say are	urn:cts:greekLit:tlg0032.tlg005.perseus-grc1:13
74127	ὀνομάζω	A	II	2	a	names they say are	urn:cts:greekLit:tlg0032.tlg005.perseus-grc1:11:3
74127	ὀνομάζω	A	III	1	a	name	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:493c
74127	ὀνομάζω	A	III	1	a	name	urn:cts:greekLit:tlg0010.tlg021.perseus-grc1:183
74127	ὀνομάζω	A	III	1	a	name	urn:cts:greekLit:tlg0011.tlg004.perseus-grc1:1036
74127	ὀνομάζω	A	III	1	a	name	urn:cts:greekLit:tlg0032.tlg002.perseus-grc1:4:5:12
74127	ὀνομάζω	A	III	1	a	name	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:1105
74127	ὀνομάζω	A	IV	1	a	utter names	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:86
74127	ὀνομάζω	A	IV	1	a	utter names	urn:cts:greekLit:tlg0014.tlg018.perseus-grc1:35
74127	ὀνομάζω	A	IV	1	a	utter names	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:122
74127	ὀνομάζω	A	IV	1	a	utter names	urn:cts:greekLit:tlg0014.tlg021.perseus-grc1:158
74127	ὀνομάζω	A	IV	1	a	utter names	urn:cts:greekLit:tlg1342.tlg001:8:4
74127	ὀνομάζω	A	IV	1	a	utter names	urn:cts:greekLit:tlg1562.tlg001:9:1
74127	ὀνομάζω	A	IV	1	a	utter names	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:4:98
74127	ὀνομάζω	A	IV	1	a	utter names	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:6:130
74127	ὀνομάζω	A	V	1	a	make famous,	urn:cts:greekLit:tlg0010.tlg003.perseus-grc1:19
74128	ὄνομαι	A	I	1	a	blame, find fault with, treat scornfully,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:2:136
74128	ὄνομαι	A	I	1	a	blame, find fault with, treat scornfully,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:14:95
74128	ὄνομαι	A	I	1	a	blame, find fault with, treat scornfully,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9:55
74128	ὄνομαι	A	I	1	a	blame, find fault with, treat scornfully,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:13:287
74128	ὄνομαι	A	I	1	a	blame, find fault with, treat scornfully,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:8:239
74128	ὄνομαι	A	I	1	a	blame, find fault with, treat scornfully,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:24:241
74128	ὄνομαι	A	I	1	a	blame, find fault with, treat scornfully,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:17:378
74128	ὄνομαι	A	I	1	a	blame, find fault with, treat scornfully,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:5:379
74128	ὄνομαι	A	I	1	a	blame, find fault with, treat scornfully,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:
74128	ὄνομαι	A	I	1	a	blame, find fault with, treat scornfully,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:2:167
74128	ὄνομαι	A	I	1	a	blame, find fault with, treat scornfully,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74128	ὄνομαι	A	I	1	a	blame, find fault with, treat scornfully,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74129	ὀνομαίνω	A	I	1	a	name	urn:cts:greekLit:tlg0294.tlg001:2c
74129	ὀνομαίνω	A	I	1	a	name	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:10:522
74129	ὀνομαίνω	A	I	1	a	name	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:16:491
74129	ὀνομαίνω	A	I	1	a	name	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:14:278
74129	ὀνομαίνω	A	I	1	a	name	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:9:121
74129	ὀνομαίνω	A	I	1	a	name	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2:488
74129	ὀνομαίνω	A	I	1	a	name	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:4:240
74129	ὀνομαίνω	A	I	1	a	name	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:
74129	ὀνομαίνω	A	I	1	a	name	urn:cts:greekLit:tlg0017.tlg001.perseus-grc1:
74129	ὀνομαίνω	A	I	1	a	name	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:
74129	ὀνομαίνω	A	I	2	a	utter, speak,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:11:251
74129	ὀνομαίνω	A	I	2	a	utter, speak,	urn:cts:greekLit:tlg0013.tlg005.perseus-grc1:290
74129	ὀνομαίνω	A	I	2	a	utter, speak,	urn:cts:greekLit:tlg0013.tlg005.perseus-grc1:1:2
74129	ὀνομαίνω	A	I	2	a	utter, speak,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:24:341
74129	ὀνομαίνω	A	II	1	a	name, call by a name,	urn:cts:greekLit:tlg0020.tlg002.perseus-grc1:80
74129	ὀνομαίνω	A	II	1	a	name, call by a name,	urn:cts:greekLit:tlg0020.tlg007:116:2
74129	ὀνομαίνω	A	III	1	a	nominate, appoint,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:23:90
74130	ὀνομακλήδην	A	I	1	a	calling by name, by name,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:4:278
74131	ὀνομακλήτωρ	A	I	1	a	one who announces guests by name,	urn:cts:greekLit:tlg0062.tlg033:10
74131	ὀνομακλήτωρ	A	I	1	a	one who announces guests by name,	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:2:47e
74132	ὀνομάκλυτος	A	I	1	a	of famous name,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:22:51
74132	ὀνομάκλυτος	A	I	1	a	of famous name,	urn:cts:greekLit:tlg0013.tlg004.perseus-grc1:59
74132	ὀνομάκλυτος	A	I	1	a	of famous name,	urn:cts:greekLit:tlg1442.tlg001.perseus-grc1:10
74132	ὀνομάκλυτος	A	I	1	a	of famous name,	urn:cts:greekLit:tlg0033.tlg001.perseus-grc1:
74132	ὀνομάκλυτος	A	I	1	a	of famous name,	urn:cts:greekLit:tlg0260.tlg001:7:87
74132	ὀνομάκλυτος	A	I	1	a	of famous name,	urn:cts:greekLit:tlg1606.tlg001:2:11
74132	ὀνομάκλυτος	A	II	1	a	articulate,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74133	ὀνομασία	A	I	1	a	name,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:1
74133	ὀνομασία	A	I	1	a	name,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74133	ὀνομασία	A	I	1	a	name,	urn:cts:greekLit:tlg0059.tlg008.perseus-grc1:275d
74133	ὀνομασία	A	I	1	a	name,	urn:cts:greekLit:tlg0086.tlg044:148b:20
74133	ὀνομασία	A	I	1	a	name,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74133	ὀνομασία	A	I	2	a	nomination	Perseus:abo:pap,P.Oxy.:1642:3
74133	ὀνομασία	A	I	2	a	nomination	Perseus:abo:pap,P.Oxy.:2130:12
74133	ὀνομασία	A	I	2	a	nomination	urn:cts:greekLit:tlg2003.tlg012:368b
74133	ὀνομασία	A	II	1	a	expression, language,	urn:cts:greekLit:tlg0086.tlg034.perseus-grc1:1450b:14
74133	ὀνομασία	A	II	1	a	expression, language,	urn:cts:greekLit:tlg0537.tlg003:14:10
74133	ὀνομασία	A	II	1	a	expression, language,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74133	ὀνομασία	A	II	1	a	expression, language,	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:
74133	ὀνομασία	A	II	1	a	expression, language,	urn:cts:greekLit:tlg0081.tlg012:25
74133	ὀνομασία	A	II	1	a	expression, language,	urn:cts:greekLit:tlg0081.tlg006:56
74133	ὀνομασία	A	II	1	a	expression, language,	urn:cts:greekLit:tlg0613.tlg001:91
74134	ὀνομαστέον	A	I	1	a	one must name,	urn:cts:greekLit:tlg0059.tlg005.perseus-grc1:387d
74135	ὀνομαστής	A	I	1	a	autumator,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74135	ὀνομαστής	A	II	1	a	nominator	Perseus:abo:pap,BGU:96:9
74136	ὀνομαστί	A	I	1	a	by name,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:5:1
74136	ὀνομαστί	A	I	1	a	by name,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:6:79
74136	ὀνομαστί	A	I	1	a	by name,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:7:70
74136	ὀνομαστί	A	I	1	a	by name,	urn:cts:greekLit:tlg0010.tlg015.perseus-grc1:51
74136	ὀνομαστί	A	I	1	a	by name,	urn:cts:greekLit:tlg0014.tlg021.perseus-grc1:58
74136	ὀνομαστί	A	I	1	a	by name,	urn:cts:greekLit:tlg0319.tlg001:6:3
74136	ὀνομαστί	A	I	1	a	by name,	urn:cts:greekLit:tlg1308.tlg001.perseus-grc1:
74136	ὀνομαστί	A	I	1	a	by name,	urn:cts:greekLit:tlg0533.tlg001.perseus-grc1:
74136	ὀνομαστί	A	I	1	a	by name,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74136	ὀνομαστί	A	I	1	a	by name,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74136	ὀνομαστί	A	I	1	a	by name,	urn:cts:greekLit:tlg0319.tlg001.perseus-grc1:
74136	ὀνομαστί	A	I	1	a	by name,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74136	ὀνομαστί	A	I	1	a	by name,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74137	ὀνομαστικός	A	I	1	a	skilful at naming,	urn:cts:greekLit:tlg0059.tlg005.perseus-grc1:424a
74137	ὀνομαστικός	A	I	1	a	skilful at naming,	urn:cts:greekLit:tlg0059.tlg005.perseus-grc1:423d
74137	ὀνομαστικός	A	I	1	a	skilful at naming,	urn:cts:greekLit:tlg0059.tlg005.perseus-grc1:425a
74137	ὀνομαστικός	A	II	1	a	nominative	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:14:1:41
74137	ὀνομαστικός	A	II	1	a	nominative	urn:cts:greekLit:tlg0063.tlg001:636:5
74137	ὀνομαστικός	A	II	1	a	nominative	urn:cts:greekLit:tlg0082.tlg004:107:4
74137	ὀνομαστικός	A	III	1	a	vocabulary,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74137	ὀνομαστικός	A	III	1	a	vocabulary,	urn:cts:greekLit:tlg1305.tlg001.perseus-grc1:
74137	ὀνομαστικός	A	III	1	a	vocabulary,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74137	ὀνομαστικός	A	IV	1	a	in the nominative case,	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:14:646a
74137	ὀνομαστικός	A	IV	1	a	in the nominative case,	urn:cts:greekLit:tlg0592.tlg003:4:4
74138	ὀνομαστός	A	I	1	a	named, to be named,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:19:260
74138	ὀνομαστός	A	I	1	a	named, to be named,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:597
74138	ὀνομαστός	A	I	1	a	named, to be named,	urn:cts:greekLit:tlg0020.tlg001.perseus-grc1:148
74138	ὀνομαστός	A	II	1	a	of name	Thgn. 23
74138	ὀνομαστός	A	II	1	a	of name	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:4:47
74138	ὀνομαστός	A	II	1	a	of name	urn:cts:greekLit:tlg0010.tlg021.perseus-grc1:261
74138	ὀνομαστός	A	II	1	a	of name	urn:cts:greekLit:tlg1606.tlg001:2:11
74138	ὀνομαστός	A	II	1	a	of name	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:6:126
74138	ὀνομαστός	A	II	1	a	of name	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:2:178
74138	ὀνομαστός	A	II	2	a	notable,	urn:cts:greekLit:tlg0006.tlg009.perseus-grc1:509
74139	ὀνοματίζω	A	I	1	a	dispute about names,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74140	ὀνοματικός	A	I	1	a	consisting of nouns,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
74140	ὀνοματικός	A	I	1	a	consisting of nouns,	urn:cts:greekLit:tlg0081.tlg010:22
74140	ὀνοματικός	A	I	1	a	consisting of nouns,	urn:cts:greekLit:tlg0592.tlg004:1:6
74140	ὀνοματικός	A	I	1	a	consisting of nouns,	urn:cts:greekLit:tlg0081.tlg012:2
74140	ὀνοματικός	A	I	1	a	consisting of nouns,	urn:cts:greekLit:tlg0081.tlg012:5
74140	ὀνοματικός	A	I	1	a	consisting of nouns,	urn:cts:greekLit:tlg0081.tlg012:12
74140	ὀνοματικός	A	I	1	a	consisting of nouns,	urn:cts:greekLit:tlg0082.tlg004:313:27
74140	ὀνοματικός	A	I	1	a	consisting of nouns,	urn:cts:greekLit:tlg0082.tlg004:82:3
74140	ὀνοματικός	A	I	1	a	consisting of nouns,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
