51583	καβάδης	A	I	1	a	military garment named after the Persian king	urn:cts:greekLit:tlg9022.tlg001:12:792
56501	κέλης	A	II	1	a	fast-sailing yacht	urn:cts:greekLit:tlg0450.tlg001:5:17
56501	κέλης	A	II	1	a	fast-sailing yacht	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:5:94:8
56501	κέλης	A	II	1	a	fast-sailing yacht	urn:cts:latinLit:phi0978.phi001:7:208
56501	κέλης	A	III	2	a	pudenda muliebria	urn:cts:greekLit:tlg4083.tlg001:1539:34
56503	κελητίζω	A	I	1	a	ride	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:15:679
56505	κέλλα	A	I	1	a	cella, room, chamber,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56507	κελλαρικά	A	I	1	a	wine delivered to	Perseus:abo:pap,PSI:8:953:73
56508	κελλαρικόν	A	I	1	a	store-chamber,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56508	κελλαρικόν	A	I	1	a	store-chamber,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56509	κελλάριον	A	I	1	a	cupboard	Perseus:abo:pap,P.Oxy.:741:12
56509	κελλάριον	A	I	1	a	cupboard	Perseus:abo:pap,P.Lond.:2:191:9
56509	κελλάριον	A	I	1	a	cupboard	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:1851
56510	κελλάριος	A	I	1	a	cellarman,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56513	κελλίβας	A	I	1	a	portable table,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56514	κελλικάριος	A	I	1	a	cellarman, butler	Perseus:abo:pap,PSI:8:955:13
56516	κελλίον	A	I	1	a	garret,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56516	κελλίον	A	I	1	a	garret,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56518	κέλλω	A	I	1	a	drive on	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56518	κέλλω	A	I	1	a	drive on	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56518	κέλλω	A	I	1	a	drive on	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:
56518	κέλλω	A	I	1	a	drive on	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:10:511
56518	κέλλω	A	I	1	a	drive on	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:9:546
56518	κέλλω	A	I	1	a	drive on	urn:cts:greekLit:tlg0001.tlg001.perseus-grc1:2:1090
56518	κέλλω	A	I	1	a	drive on	urn:cts:greekLit:tlg0006.tlg012.perseus-grc1:139
56518	κέλλω	A	II	1	a	put to shore	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:9:149
56518	κέλλω	A	II	1	a	put to shore	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:696
56518	κέλλω	A	II	1	a	put to shore	urn:cts:greekLit:tlg0085.tlg007.perseus-grc1:10
56518	κέλλω	A	II	1	a	put to shore	urn:cts:greekLit:tlg0085.tlg001.perseus-grc1:331
56518	κέλλω	A	II	1	a	put to shore	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:804
56518	κέλλω	A	II	1	a	put to shore	urn:cts:greekLit:tlg0085.tlg001.perseus-grc1:15
56518	κέλλω	A	II	1	a	put to shore	urn:cts:greekLit:tlg0006.tlg019.perseus-grc1:934
56518	κέλλω	A	II	1	a	put to shore	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:186
56518	κέλλω	A	II	1	a	put to shore	urn:cts:greekLit:tlg0006.tlg005.perseus-grc1:140
56518	κέλλω	A	II	1	a	put to shore	urn:cts:greekLit:tlg0006.tlg007.perseus-grc1:1057
56521	κέλομαι	A	I	1	a	urge, exhort, command.	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56521	κέλομαι	A	I	1	a	commands	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:1119
56521	κέλομαι	A	I	1	a	commands	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56521	κέλομαι	A	I	1	a	commands	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:17:555
56521	κέλομαι	A	I	3	a	advise	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:23:894
56521	κέλομαι	A	I	3	a	advise	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:17:400
56521	κέλομαι	A	I	3	a	advise	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:5:98
56521	κέλομαι	A	I	3	a	advise	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:3:317
56521	κέλομαι	A	I	3	a	advise	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:16:382
56521	κέλομαι	A	I	3	a	advise	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:12:175
56521	κέλομαι	A	I	3	a	advise	urn:cts:greekLit:tlg1342.tlg001:5
56521	κέλομαι	A	II	1	a	call to	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:18:391
56521	κέλομαι	A	II	1	a	call to	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:21
56521	κέλομαι	A	II	1	a	call to	urn:cts:greekLit:tlg0011.tlg004.perseus-grc1:159
56521	κέλομαι	A	II	1	a	call to	urn:cts:greekLit:tlg0085.tlg001.perseus-grc1:591
56521	κέλομαι	A	II	1	a	call to	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56521	κέλομαι	A	II	1	a	call to	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56521	κέλομαι	A	II	1	a	call to	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56521	κέλομαι	A	II	1	a	call to	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:8
56521	κέλομαι	A	II	2	a	call by name	urn:cts:greekLit:tlg0033.tlg004.perseus-grc1:6(5).53
56522	Κελτίβηρες	A	I	1	a	tribes of mixed Celtic and Iberian descent	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:1:2:27
56523	Κελτιστί	A	I	1	a	in the language of the Celts	urn:cts:greekLit:tlg0074.tlg005:43:2
56523	Κελτιστί	A	I	1	a	in the language of the Celts	urn:cts:greekLit:tlg0062.tlg038:51
56524	Κελτοί	A	I	1	a	Celtic, Gallic	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:3:1:3
56524	Κελτοί	A	I	1	a	Celtic, Gallic	urn:cts:greekLit:tlg0533.tlg002:173
56524	Κελτοί	A	I	1	a	Celtic, Gallic	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56524	Κελτοί	A	I	1	a	Celtic, Gallic	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56524	Κελτοί	A	I	1	a	Celtic, Gallic	urn:cts:greekLit:tlg0086.tlg014:606b:4
56524	Κελτοί	A	I	1	a	Celtic, Gallic	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:4:1:1
56524	Κελτοί	A	I	1	a	Celtic, Gallic	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:7:9:6
56525	Κελτολίγυες	A	I	1	a	tribes of mixed Celtic and Ligurian descent	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:4:6:3
56526	Κελτοσκύθαι	A	I	1	a	tribes of mixed Celtic and Scythian descent	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:1:2:27
56528	κελυφανώδης	A	I	1	a	like a shell	urn:cts:greekLit:tlg0093.tlg002:1:7:2
56530	κελυφοκομῖον	A	I	1	a	lepers' hospital, BMus.Cat.Coptic MSS.	urn:cts:greekLit:tlg0086.tlg014:p.453
56530	κελυφοκομῖον	A	I	1	a	lepers' hospital, BMus.Cat.Coptic MSS.	urn:cts:greekLit:tlg0086.tlg014:1077
56531	κέλυφος	A	I	1	a	pod, shell	urn:cts:greekLit:tlg0086.tlg012:752a:20
56531	κέλυφος	A	I	1	a	pod, shell	urn:cts:greekLit:tlg0093.tlg001:2:4:2
56531	κέλυφος	A	I	2	a	sheath	urn:cts:greekLit:tlg0086.tlg014:510a:28
56531	κέλυφος	A	I	2	b	shells	urn:cts:greekLit:tlg0086.tlg012:743a:17
56531	κέλυφος	A	I	2	b	shells	urn:cts:greekLit:tlg0086.tlg014:568b:9
56531	κέλυφος	A	I	2	b	shells	urn:cts:greekLit:tlg0086.tlg014:600b:17
56531	κέλυφος	A	I	2	c	envelope	urn:cts:greekLit:tlg0086.tlg014:551a:20
56531	κέλυφος	A	I	2	c	envelope	urn:cts:greekLit:tlg0086.tlg014:601a:6
56531	κέλυφος	A	I	2	c	envelope	urn:cts:greekLit:tlg0086.tlg014:8
56531	κέλυφος	A	I	2	c	envelope	urn:cts:greekLit:tlg0086.tlg012:758b:17
56531	κέλυφος	A	I	2	c	envelope	urn:cts:greekLit:tlg0086.tlg014:551b:19
56531	κέλυφος	A	I	2	d	shell	urn:cts:greekLit:tlg0086.tlg014:549b:25
56531	κέλυφος	A	I	2	e	hollow	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56531	κέλυφος	A	I	2	e	hollow	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56531	κέλυφος	A	I	3	a	husks	urn:cts:greekLit:tlg0019.tlg004.perseus-grc1:545
56531	κέλυφος	A	I	3	a	husks	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56531	κέλυφος	A	I	3	a	husks	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56531	κέλυφος	A	I	3	a	husks	urn:cts:greekLit:tlg0024.tlg001.perseus-grc1:3:503
56532	κέλωρ	A	I	1	a	son	urn:cts:greekLit:tlg0006.tlg006.perseus-grc1:1033
56532	κέλωρ	A	I	1	a	son	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:495
56532	κέλωρ	A	I	1	a	son	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56532	κέλωρ	A	I	2	a	eunuch	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56533	κελώριον	A	I	1	a	shout	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56533	κελώριον	A	I	1	a	shout	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56533	κελώριον	A	I	1	a	shout	urn:cts:greekLit:tlg4040.tlg029:11
56534	κεμάδειον	A	I	1	a	venison,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56535	κεμαδοσσόος	A	I	1	a	chasing deer	urn:cts:greekLit:tlg2045.tlg001.perseus-grc1:5:230
56535	κεμαδοσσόος	A	I	1	a	chasing deer	urn:cts:greekLit:tlg2045.tlg001.perseus-grc1:46:147
56536	κεμάς	A	I	1	a	young deer, pricket	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56536	κεμάς	A	I	1	a	young deer, pricket	urn:cts:greekLit:tlg4083.tlg001:711:37
56536	κεμάς	A	I	1	a	young deer, pricket	urn:cts:greekLit:tlg4083.tlg001:p.431
56536	κεμάς	A	I	1	a	young deer, pricket	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:10:361
56536	κεμάς	A	I	1	a	young deer, pricket	urn:cts:greekLit:tlg0533.tlg002:112
56536	κεμάς	A	I	1	a	young deer, pricket	urn:cts:greekLit:tlg0001.tlg001.perseus-grc1:3:879
56536	κεμάς	A	I	1	a	young deer, pricket	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:5:222a
56536	κεμάς	A	I	1	a	young deer, pricket	urn:cts:greekLit:tlg0545.tlg001:14:14
56536	κεμάς	A	I	1	a	young deer, pricket	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56536	κεμάς	A	I	1	a	young deer, pricket	urn:cts:greekLit:tlg0006.tlg010.perseus-grc1:
56538	κεμέλει	A	I	1	a	measure of length	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56538	κεμέλει	A	I	1	a	measure of length	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56542	κεναγγής	A	I	1	a	emptying the vessels of the body	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:188
56543	κεναγγία	A	I	1	a	emptiness of vessels	urn:cts:greekLit:tlg0497.tlg001:156
56543	κεναγγία	A	I	1	a	emptiness of vessels	urn:cts:greekLit:tlg0019.tlg012:608
56544	κενανδρία	A	I	1	a	lack of men	urn:cts:greekLit:tlg0085.tlg002.perseus-grc1:730
56545	κένανδρος	A	I	1	a	empty of men	urn:cts:greekLit:tlg0085.tlg002.perseus-grc1:119
56545	κένανδρος	A	I	1	a	empty of men	urn:cts:greekLit:tlg0011.tlg007.perseus-grc1:917
56548	κενεαγγέω	A	I	1	a	have the vessels of the body empty, undergo lowering	urn:cts:greekLit:tlg0627.tlg010.perseus-grc1:69
56549	κενεαγγητέον	A	I	1	a	one must fast	urn:cts:greekLit:tlg0627.tlg004.perseus-grc1:11
56550	κενεαγγίη	A	I	1	a	lowering	urn:cts:greekLit:tlg0627.tlg012.perseus-grc1:1:2
56550	κενεαγγίη	A	I	1	a	lowering	urn:cts:greekLit:tlg0627.tlg017:54
56550	κενεαγγίη	A	I	1	a	lowering	urn:cts:greekLit:tlg0719.tlg004.perseus-grc1:2:3
56551	κενεαγγικός	A	I	1	a	exhausted	urn:cts:greekLit:tlg0627.tlg004.perseus-grc1:48
56551	κενεαγγικός	A	I	1	a	exhausted	urn:cts:greekLit:tlg0627.tlg022:2
56552	κενεαγορία	A	I	1	a	empty talk,	urn:cts:greekLit:tlg0297.tlg001:135
56554	κενεαυχής	A	I	1	a	vain-glorious	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:8:230
56554	κενεαυχής	A	I	1	a	vain-glorious	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56554	κενεαυχής	A	I	1	a	vain-glorious	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56554	κενεαυχής	A	I	1	a	vain-glorious	Perseus:abo:pap,P.Oxy.:1015:19
56554	κενεαυχής	A	I	1	a	vain-glorious	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56554	κενεαυχής	A	I	1	a	vain-glorious	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56555	κενέβρειος	A	I	1	a	carrion	urn:cts:greekLit:tlg0545.tlg001:6:2
56555	κενέβρειος	A	I	1	a	carrion	urn:cts:greekLit:tlg0019.tlg006.perseus-grc1:538
56555	κενέβρειος	A	I	1	a	carrion	urn:cts:greekLit:tlg0019.tlg012:693
56555	κενέβρειος	A	I	2	a	the dog's-meat market	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56555	κενέβρειος	A	I	2	a	the dog's-meat market	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56556	κενεγκράνιος	A	I	1	a	brainless	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56558	κενεμβατέω	A	I	1	a	step on emptiness	urn:cts:greekLit:tlg0007.tlg028:10
56558	κενεμβατέω	A	I	1	a	step on emptiness	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56558	κενεμβατέω	A	I	1	a	step on emptiness	urn:cts:greekLit:tlg0062.tlg019:26
56558	κενεμβατέω	A	I	2	a	reach a cavity	urn:cts:greekLit:tlg0722.tlg001:44:11:3
56558	κενεμβατέω	A	I	2	a	reach a cavity	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56558	κενεμβατέω	A	I	2	a	reach a cavity	urn:cts:greekLit:tlg0715.tlg001:6:59
56558	κενεμβατέω	A	II	1	a	lack solid foundation	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56558	κενεμβατέω	A	II	1	a	lack solid foundation	urn:cts:greekLit:tlg4066.tlg003:4
56558	κενεμβατέω	A	II	1	a	lack solid foundation	urn:cts:greekLit:tlg2000.tlg001:3:9:2
56558	κενεμβατέω	A	II	2	a	lead a frivolous life	urn:cts:greekLit:tlg4076.tlg001:p.2
56558	κενεμβατέω	A	II	2	a	lead a frivolous life	urn:cts:greekLit:tlg0007.tlg054.perseus-grc1:
56559	κενεμβάτησις	A	I	1	a	piercing of a cavity	urn:cts:greekLit:tlg0565.tlg001:2:62
56559	κενεμβάτησις	A	I	1	a	piercing of a cavity	urn:cts:greekLit:tlg0715.tlg001:6:21
56559	κενεμβάτησις	A	II	1	a	emptiness	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56559	κενεμβάτησις	A	II	1	a	emptiness	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:931
56562	κενεότης	A	I	1	a	empty space	urn:cts:greekLit:tlg0627.tlg004.perseus-grc1:62
56563	κενεοφροσύνη	A	I	1	a	empty-mindedness	urn:cts:greekLit:tlg0627.tlg004.perseus-grc1:48:2
56563	κενεοφροσύνη	A	I	1	a	empty-mindedness	urn:cts:greekLit:tlg0007.tlg044:37
56564	κενεόφρων	A	I	1	a	empty-minded	Thgn. 233
56564	κενεόφρων	A	I	1	a	empty-minded	urn:cts:greekLit:tlg0261.tlg001:75
56564	κενεόφρων	A	I	1	a	empty-minded	urn:cts:greekLit:tlg0033.tlg003.perseus-grc1:11:29
56564	κενεόφρων	A	I	1	a	empty-minded	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:762
56567	κενεών	A	I	1	a	hollow between ribs and hip, flank	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:22:295
56567	κενεών	A	I	1	a	hollow between ribs and hip, flank	urn:cts:greekLit:tlg0542.tlg001:2:166
56567	κενεών	A	I	1	a	hollow between ribs and hip, flank	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:857
56567	κενεών	A	I	1	a	hollow between ribs and hip, flank	urn:cts:greekLit:tlg0627.tlg003.perseus-grc1:8
56567	κενεών	A	I	1	a	hollow between ribs and hip, flank	urn:cts:greekLit:tlg0032.tlg013.perseus-grc1:12:8
56567	κενεών	A	I	1	a	hollow between ribs and hip, flank	urn:cts:greekLit:tlg0032.tlg014.perseus-grc1:4:1
56567	κενεών	A	I	2	a	hollows	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56567	κενεών	A	I	2	a	hollows	urn:cts:greekLit:tlg0722.tlg001:50:48:4
56567	κενεών	A	II	1	a	hollow	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56567	κενεών	A	II	1	a	hollow	urn:cts:greekLit:tlg2045.tlg001.perseus-grc1:13:453
56567	κενεών	A	II	1	a	hollow	urn:cts:greekLit:tlg2045.tlg001.perseus-grc1:9:82
56567	κενεών	A	II	1	a	hollow	urn:cts:greekLit:tlg2045.tlg001.perseus-grc1:41:3
56567	κενεών	A	II	1	a	hollow	urn:cts:greekLit:tlg0527.tlg024:14:44
56569	κενήριον	A	I	1	a	empty monument, cenotaph	urn:cts:greekLit:tlg1313.tlg001:3
56569	κενήριον	A	I	1	a	empty monument, cenotaph	urn:cts:greekLit:tlg0221.tlg001:91
56569	κενήριον	A	I	1	a	empty monument, cenotaph	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:370
56569	κενήριον	A	I	1	a	empty monument, cenotaph	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56569	κενήριον	A	I	1	a	empty monument, cenotaph	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56570	κενογάμιον	A	I	1	a	empty, unreal marriage	urn:cts:greekLit:tlg0532.tlg001.perseus-grc1:5:14
56571	κενοδοντίς	A	I	1	a	toothless,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56571	κενοδοντίς	A	I	1	a	toothless,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56572	κενοδοξέω	A	I	1	a	hold a vain opinion	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:12:26c
56572	κενοδοξέω	A	I	1	a	hold a vain opinion	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:4
56572	κενοδοξέω	A	I	1	a	hold a vain opinion	urn:cts:greekLit:tlg0527.tlg026:5:9
56572	κενοδοξέω	A	I	2	a	to be vain-glorious	urn:cts:greekLit:tlg0658.tlg001:9:19
56572	κενοδοξέω	A	I	2	a	to be vain-glorious	urn:cts:greekLit:tlg0526.tlg001.perseus-grc1:16:11:1
56573	κενοδοξία	A	I	1	a	liability to vain imagination	urn:cts:greekLit:tlg0537.tlg001:30
56573	κενοδοξία	A	I	1	a	liability to vain imagination	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56573	κενοδοξία	A	I	1	a	liability to vain imagination	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56573	κενοδοξία	A	II	1	a	vanity, conceit	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:3:81:9
56573	κενοδοξία	A	II	1	a	vanity, conceit	urn:cts:greekLit:tlg0527.tlg035:14:14
56573	κενοδοξία	A	II	1	a	vanity, conceit	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:17:107
56573	κενοδοξία	A	II	1	a	vanity, conceit	urn:cts:greekLit:tlg0018.tlg001:2:47
56573	κενοδοξία	A	II	1	a	vanity, conceit	urn:cts:greekLit:tlg0031.tlg011.perseus-grc1:2:3
56573	κενοδοξία	A	II	1	a	vanity, conceit	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56573	κενοδοξία	A	II	1	a	vanity, conceit	urn:cts:greekLit:tlg2034.tlg005:15
56573	κενοδοξία	A	II	1	a	vanity, conceit	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56574	κενόδοξος	A	I	1	a	vain-glorious, conceited	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:27:7:12
56574	κενόδοξος	A	I	1	a	vain-glorious, conceited	urn:cts:greekLit:tlg0018.tlg001:1:672
56574	κενόδοξος	A	I	1	a	vain-glorious, conceited	urn:cts:greekLit:tlg0031.tlg009.perseus-grc1:5:26
56574	κενόδοξος	A	I	1	a	vain-glorious, conceited	urn:cts:greekLit:tlg0074.tlg-02:3:24:43
56574	κενόδοξος	A	I	1	a	vain-glorious, conceited	urn:cts:greekLit:tlg2003.tlg001:6:180d
56574	κενόδοξος	A	I	1	a	vain-glorious, conceited	urn:cts:greekLit:tlg1764.tlg001:271:2
56575	κενοδρομέω	A	I	1	a	to be without attendant planets, 'void of course	urn:cts:greekLit:tlg0363.tlg007:114
56575	κενοδρομέω	A	I	1	a	to be without attendant planets, 'void of course	urn:cts:greekLit:tlg2583.tlg001:2:486
56575	κενοδρομέω	A	I	1	a	to be without attendant planets, 'void of course	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56575	κενοδρομέω	A	I	1	a	to be without attendant planets, 'void of course	urn:cts:greekLit:tlg2034.tlg028:189
56576	κενοκοπέω	A	I	1	a	labour in vain	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56577	κενολογέω	A	I	1	a	talk emptily	urn:cts:greekLit:tlg0461.tlg001:418
56577	κενολογέω	A	I	1	a	talk emptily	urn:cts:greekLit:tlg0086.tlg038.perseus-grc1:1393a:17
56577	κενολογέω	A	I	1	a	talk emptily	urn:cts:greekLit:tlg4036.tlg008:p.845
56577	κενολογέω	A	I	1	a	talk emptily	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56578	κενολογία	A	I	1	a	empty, idle talk	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56578	κενολογία	A	I	1	a	empty, idle talk	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56578	κενολογία	A	I	1	a	empty, idle talk	urn:cts:greekLit:tlg0563.tlg001:23:1
56579	κενόλογος	A	I	1	a	talking emptily, prating,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56580	κενοπάθεια	A	I	1	a	unreal sensation	urn:cts:greekLit:tlg0544.tlg002:8:184
56581	κενοπαθέω	A	I	1	a	have unreal sensations	urn:cts:greekLit:tlg0544.tlg002:213
56581	κενοπαθέω	A	I	1	a	have unreal sensations	urn:cts:greekLit:tlg0544.tlg001:2:49
56582	κενοπάθημα	A	I	1	a	unreal sensation	urn:cts:greekLit:tlg0544.tlg002:8:354
56583	κενοπονέω	A	I	1	a	toil in vain	urn:cts:greekLit:tlg0018.tlg001:1:658
56584	κενόπρησις	A	I	1	a	flatulence,	urn:cts:greekLit:tlg0738.tlg001:46
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0019.tlg002.perseus-grc1:280
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0019.tlg003.perseus-grc1:1054
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0447.tlg001:12
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:10:42
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:73
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:796b
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:11:2
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0019.tlg012:488:5
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0011.tlg006.perseus-grc1:31
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0011.tlg004.perseus-grc1:55
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0011.tlg002.perseus-grc1:424
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:9:85
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0006.tlg014.perseus-grc1:1057
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg1296.tlg001:83
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0161.tlg001:9
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg1342.tlg001:13
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0537.tlg006:1p.6U
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0086.tlg031:208b:26
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0086.tlg031:213a:13
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0086.tlg005:279a:13
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0059.tlg031:58a
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg2583.tlg001:2:452
56586	κενός	A	I	1	a	empty	urn:cts:greekLit:tlg2583.tlg001:94:27
56586	κενός	A	I	2	a	empty, fruitless, void	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:22:249
56586	κενός	A	I	2	a	empty, fruitless, void	urn:cts:greekLit:tlg0261.tlg001:5:16
56586	κενός	A	I	2	a	empty, fruitless, void	urn:cts:greekLit:tlg0085.tlg002.perseus-grc1:804
56586	κενός	A	I	2	a	empty, fruitless, void	urn:cts:greekLit:tlg0033.tlg003.perseus-grc1:4:40
56586	κενός	A	I	2	a	empty, fruitless, void	urn:cts:greekLit:tlg0011.tlg002.perseus-grc1:753
56586	κενός	A	I	2	a	empty, fruitless, void	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1:287
56586	κενός	A	I	2	a	empty, fruitless, void	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:949
56586	κενός	A	I	2	a	empty, fruitless, void	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:577
