102123	ταβαίτας	A	I	1	a	wooden bowl	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:14:500d
104225	τολμάω	A	II	1	a	to have the courage, hardihood, effrontery, cruelty,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:17:68
104225	τολμάω	A	II	1	a	to have the courage, hardihood, effrontery, cruelty,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:9:332
104225	τολμάω	A	II	1	a	to have the courage, hardihood, effrontery, cruelty,	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1:528
104225	τολμάω	A	II	1	a	to have the courage, hardihood, effrontery, cruelty,	urn:cts:greekLit:tlg0019.tlg003.perseus-grc1:550
104225	τολμάω	A	II	1	a	to have the courage, hardihood, effrontery, cruelty,	urn:cts:greekLit:tlg0540.tlg032.perseus-grc1:2
104225	τολμάω	A	II	1	a	to have the courage, hardihood, effrontery, cruelty,	urn:cts:greekLit:tlg0085.tlg003.perseus-grc1:999
104225	τολμάω	A	II	1	a	to have the courage, hardihood, effrontery, cruelty,	Thgn. 81
104225	τολμάω	A	II	1	a	to have the courage, hardihood, effrontery, cruelty,	Thgn. 377
104225	τολμάω	A	II	1	a	to have the courage, hardihood, effrontery, cruelty,	urn:cts:greekLit:tlg0627.tlg009.perseus-grc1:10
104225	τολμάω	A	II	1	a	to have the courage, hardihood, effrontery, cruelty,	urn:cts:greekLit:tlg0031.tlg006.perseus-grc1:5:7
104225	τολμάω	A	II	1	a	to have the courage, hardihood, effrontery, cruelty,	Perseus:abo:pap,P.Cair.Zen.:330:5
104225	τολμάω	A	II	2	a	he submitted to be	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:24:162
104225	τολμάω	A	II	2	a	he submitted to be	urn:cts:greekLit:tlg0006.tlg005.perseus-grc1:476
104225	τολμάω	A	II	2	a	he submitted to be	Thgn. 442
104225	τολμάω	A	II	2	a	he submitted to be	urn:cts:greekLit:tlg0006.tlg009.perseus-grc1:756
104225	τολμάω	A	II	3	a	undertaking, venturing on	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:8:519
104225	τολμάω	A	II	3	a	undertaking, venturing on	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:5:117
104225	τολμάω	A	II	3	a	undertaking, venturing on	urn:cts:greekLit:tlg0011.tlg007.perseus-grc1:761
104225	τολμάω	A	II	3	a	undertaking, venturing on	urn:cts:greekLit:tlg0006.tlg018.perseus-grc1:133
104225	τολμάω	A	II	3	a	undertaking, venturing on	urn:cts:greekLit:tlg0006.tlg003.perseus-grc1:695
104225	τολμάω	A	II	3	a	undertaking, venturing on	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:189
104225	τολμάω	A	II	3	a	undertaking, venturing on	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:3:56
104225	τολμάω	A	II	3	a	undertaking, venturing on	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:4:98
104225	τολμάω	A	II	3	a	undertaking, venturing on	urn:cts:greekLit:tlg0011.tlg005.perseus-grc1:471
104225	τολμάω	A	II	3	a	undertaking, venturing on	urn:cts:greekLit:tlg0006.tlg012.perseus-grc1:277
104225	τολμάω	A	II	3	a	undertaking, venturing on	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:503b
104225	τολμάω	A	II	3	a	undertaking, venturing on	urn:cts:greekLit:tlg0526.tlg001.perseus-grc1:2:3:1
104225	τολμάω	A	II	3	a	undertaking, venturing on	urn:cts:greekLit:tlg0018.tlg001:1:674
104225	τολμάω	A	II	3	a	undertaking, venturing on	Perseus:abo:pap,P.Cair.Goodsp.:15:3
104225	τολμάω	A	II	4	a	daring	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104225	τολμάω	A	II	4	a	daring	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104227	τολμήεις	A	I	1	a	enduring, steadfast,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:17:284
104227	τολμήεις	A	I	1	a	enduring, steadfast,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:10:205
104227	τολμήεις	A	I	1	a	enduring, steadfast,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104227	τολμήεις	A	I	1	a	enduring, steadfast,	urn:cts:greekLit:tlg0011.tlg006.perseus-grc1:984
104228	τόλμημα	A	I	1	a	adventure, enterprise, daring	urn:cts:greekLit:tlg0006.tlg010.perseus-grc1:
104228	τόλμημα	A	I	1	a	adventure, enterprise, daring	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104228	τόλμημα	A	I	1	a	adventure, enterprise, daring	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104228	τόλμημα	A	I	1	a	adventure, enterprise, daring	urn:cts:greekLit:tlg0006.tlg016.perseus-grc1:1064
104228	τόλμημα	A	I	1	a	adventure, enterprise, daring	urn:cts:greekLit:tlg0006.tlg017.perseus-grc1:1222
104228	τόλμημα	A	I	1	a	adventure, enterprise, daring	urn:cts:greekLit:tlg0006.tlg015.perseus-grc1:1676
104228	τόλμημα	A	I	1	a	adventure, enterprise, daring	urn:cts:greekLit:tlg0019.tlg011.perseus-grc1:419
104228	τόλμημα	A	I	1	a	adventure, enterprise, daring	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:6:54
104228	τόλμημα	A	I	1	a	adventure, enterprise, daring	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:7:43
104228	τόλμημα	A	I	1	a	adventure, enterprise, daring	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:636c
104228	τόλμημα	A	I	2	a	a bold expression,	urn:cts:greekLit:tlg0592.tlg003:4:12
104228	τόλμημα	A	I	2	a	a bold expression,	urn:cts:greekLit:tlg0592.tlg005:6
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:74
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:102
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:2:87
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0086.tlg010.perseus-grc1:1117a:2
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0059.tlg007.perseus-grc1:267d
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0006.tlg008.perseus-grc1:305
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0019.tlg003.perseus-grc1:445
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0036.tlg001:1:60
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0541.tlg001:738
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0541.tlg047:153
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:3:74
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:83
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0032.tlg004.perseus-grc1:2:12
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:4:126
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0543.tlg001.perseus-grc1:1:17:7
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0031.tlg006.perseus-grc1:15:15
104229	τολμηρός	A	I	1	a	hardihood,	urn:cts:greekLit:tlg0542.tlg001:3:136
104230	τόλμησις	A	I	1	a	a reckless act,	urn:cts:greekLit:tlg0059.tlg037:412c
104231	τολμητέον	A	I	1	a	one must venture,	urn:cts:greekLit:tlg0006.tlg003.perseus-grc1:1051
104231	τολμητέον	A	I	1	a	one must venture,	urn:cts:greekLit:tlg0006.tlg010.perseus-grc1:1387
104231	τολμητέον	A	I	1	a	one must venture,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104231	τολμητέον	A	I	1	a	one must venture,	urn:cts:greekLit:tlg0006.tlg013.perseus-grc1:111
104231	τολμητέον	A	I	1	a	one must venture,	urn:cts:greekLit:tlg0006.tlg013.perseus-grc1:121
104231	τολμητέον	A	I	1	a	one must venture,	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:888a
104232	τολμητής	A	I	1	a	bold, venturous man,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:70
104232	τολμητής	A	I	1	a	bold, venturous man,	urn:cts:greekLit:tlg0018.tlg001:2:72
104232	τολμητής	A	I	1	a	bold, venturous man,	urn:cts:greekLit:tlg0526.tlg001.perseus-grc1:20:9:1
104232	τολμητής	A	I	1	a	bold, venturous man,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104232	τολμητής	A	I	1	a	bold, venturous man,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104235	τολμητός	A	I	1	a	ventured, to be ventured,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104235	τολμητός	A	I	1	a	ventured, to be ventured,	urn:cts:greekLit:tlg0011.tlg006.perseus-grc1:634
104235	τολμητός	A	I	1	a	ventured, to be ventured,	urn:cts:greekLit:tlg0434.tlg001:324b
104235	τολμητός	A	I	1	a	ventured, to be ventured,	urn:cts:greekLit:tlg0006.tlg010.perseus-grc1:
104236	τόλμιλλος	A	I	1	a	dare-devil,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104239	τολυπευτικός	A	I	1	a	of	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104240	τολυπεύω	A	I	1	a	wind off	urn:cts:greekLit:tlg0019.tlg007.perseus-grc1:587
104240	τολυπεύω	A	II	1	a	wind off, achieve, accomplish,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:19:137
104240	τολυπεύω	A	II	1	a	wind off, achieve, accomplish,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:1:238
104240	τολυπεύω	A	II	1	a	wind off, achieve, accomplish,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:4:490
104240	τολυπεύω	A	II	1	a	wind off, achieve, accomplish,	urn:cts:greekLit:tlg0006.tlg019.perseus-grc1:744
104240	τολυπεύω	A	II	1	a	wind off, achieve, accomplish,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104240	τολυπεύω	A	II	1	a	wind off, achieve, accomplish,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104240	τολυπεύω	A	II	2	a	endure,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:14:86
104240	τολυπεύω	A	II	2	a	endure,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:24:7
104240	τολυπεύω	A	II	2	a	endure,	urn:cts:greekLit:tlg0526.tlg001.perseus-grc1:17:1:2
104241	τολύπη	A	I	1	a	clew, ball of wool ready for spinning,	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:1102
104241	τολύπη	A	I	1	a	clew, ball of wool ready for spinning,	urn:cts:greekLit:tlg0019.tlg007.perseus-grc1:586
104241	τολύπη	A	I	1	a	clew, ball of wool ready for spinning,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104241	τολύπη	A	I	1	a	clew, ball of wool ready for spinning,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:247
104241	τολύπη	A	I	1	a	clew, ball of wool ready for spinning,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104241	τολύπη	A	I	1	a	clew, ball of wool ready for spinning,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104241	τολύπη	A	I	1	a	clew, ball of wool ready for spinning,	urn:cts:greekLit:tlg0074.tlg002:7:3
104241	τολύπη	A	I	1	a	clew, ball of wool ready for spinning,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104241	τολύπη	A	I	1	a	clew, ball of wool ready for spinning,	urn:cts:greekLit:tlg4083.tlg001:1336:18
104241	τολύπη	A	I	1	a	clew, ball of wool ready for spinning,	urn:cts:greekLit:tlg4083.tlg001:1414:26
104241	τολύπη	A	II	1	a	ball	urn:cts:greekLit:tlg0458.tlg001:42:3
104241	τολύπη	A	II	2	a	globular cake,	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:3:114f
104241	τολύπη	A	II	2	a	globular cake,	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:4:140a
104241	τολύπη	A	II	2	a	globular cake,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104241	τολύπη	A	II	3	a	gourd, pumpkin,	urn:cts:greekLit:tlg0527.tlg014:4:39
104241	τολύπη	A	II	3	a	gourd, pumpkin,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104241	τολύπη	A	II	3	a	gourd, pumpkin,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104242	τομαῖος	A	I	1	a	cut, cut off,	urn:cts:greekLit:tlg0085.tlg006.perseus-grc1:168
104242	τομαῖος	A	I	1	a	cut, cut off,	urn:cts:greekLit:tlg0006.tlg010.perseus-grc1:
104242	τομαῖος	A	II	1	a	cut in pieces,	urn:cts:greekLit:tlg0085.tlg006.perseus-grc1:539
104242	τομαῖος	A	II	1	a	cut in pieces,	urn:cts:greekLit:tlg0085.tlg001.perseus-grc1:268
104243	τομάριον	A	I	1	a	small volume, tract,	urn:cts:greekLit:tlg0085.tlg001.perseus-grc1:11
104243	τομάριον	A	I	1	a	small volume, tract,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104243	τομάριον	A	I	1	a	small volume, tract,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104243	τομάριον	A	I	1	a	small volume, tract,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104243	τομάριον	A	I	1	a	small volume, tract,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104243	τομάριον	A	I	1	a	small volume, tract,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104243	τομάριον	A	I	1	a	small volume, tract,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104246	τομάς	A	I	2	a	clearing	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104246	τομάς	A	I	2	a	clearing	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:6
104246	τομάς	A	I	2	a	clearing	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:12
104246	τομάς	A	I	2	a	clearing	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104247	τομάω	A	I	1	a	need cutting,	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1:582
104249	τομεύς	A	I	1	a	one that cuts, a carver,	urn:cts:greekLit:tlg0542.tlg001:6:13
104249	τομεύς	A	I	1	a	one that cuts, a carver,	urn:cts:greekLit:tlg1487.tlg001:277
104249	τομεύς	A	I	1	a	one that cuts, a carver,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:412
104249	τομεύς	A	I	1	a	one that cuts, a carver,	urn:cts:greekLit:tlg0018.tlg001:1:498
104249	τομεύς	A	I	1	a	one that cuts, a carver,	urn:cts:greekLit:tlg0018.tlg001:491
104249	τομεύς	A	I	2	a	shoemaker's knife,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104249	τομεύς	A	I	2	a	shoemaker's knife,	urn:cts:greekLit:tlg0032.tlg012.perseus-grc1:2:3
104249	τομεύς	A	I	3	a	forceps,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104249	τομεύς	A	I	4	a	cutting-teeth, incisors,	urn:cts:greekLit:tlg0643.tlg001:24:23
104249	τομεύς	A	I	4	a	cutting-teeth, incisors,	urn:cts:greekLit:tlg1248.tlg001:8:1
104249	τομεύς	A	I	4	a	cutting-teeth, incisors,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104249	τομεύς	A	I	4	a	cutting-teeth, incisors,	urn:cts:greekLit:tlg0542.tlg001:2:91
104249	τομεύς	A	I	4	a	cutting-teeth, incisors,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104249	τομεύς	A	I	4	a	cutting-teeth, incisors,	urn:cts:greekLit:tlg4013.tlg002:664:3
104249	τομεύς	A	II	1	a	sector	urn:cts:greekLit:tlg1799.tlg001.perseus-grc1:6:33
104249	τομεύς	A	II	1	a	sector	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104249	τομεύς	A	II	1	a	sector	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:34
104249	τομεύς	A	II	2	a	sector	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104249	τομεύς	A	II	2	a	sector	urn:cts:greekLit:tlg0552.tlg001:1
104249	τομεύς	A	II	2	a	sector	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:5
104249	τομεύς	A	II	2	a	sector	urn:cts:greekLit:tlg2032.tlg001:268:1
104250	τομεύω	A	I	1	a	end left after cutting, stump	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104250	τομεύω	A	I	1	a	end left after cutting, stump	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:1:235
104250	τομεύω	A	I	1	a	end left after cutting, stump	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:534:5
104250	τομεύω	A	I	1	a	end left after cutting, stump	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:2
104250	τομεύω	A	I	1	a	end left after cutting, stump	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:2:76
104250	τομεύω	A	I	1	a	end left after cutting, stump	urn:cts:greekLit:tlg0093.tlg001:4:11:7
104250	τομεύω	A	I	1	a	end left after cutting, stump	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:10:46
104250	τομεύω	A	I	1	a	end left after cutting, stump	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:1:93
104250	τομεύω	A	I	1	a	end left after cutting, stump	urn:cts:greekLit:tlg0085.tlg006.perseus-grc1:229
104250	τομεύω	A	I	1	a	end left after cutting, stump	urn:cts:greekLit:tlg0059.tlg011.perseus-grc1:190e
104250	τομεύω	A	I	1	a	end left after cutting, stump	urn:cts:greekLit:tlg0086.tlg014:532a:4
104250	τομεύω	A	I	2	a	section,	urn:cts:greekLit:tlg0086.tlg026:375b:32
104250	τομεύω	A	I	2	a	section,	urn:cts:greekLit:tlg0086.tlg036:912a:13
104250	τομεύω	A	I	2	a	section,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104250	τομεύω	A	I	2	a	section,	urn:cts:greekLit:tlg0086.tlg025.perseus-grc1:1060b:14
104250	τομεύω	A	I	2	a	section,	urn:cts:greekLit:tlg1799.tlg001.perseus-grc1:11:16
104250	τομεύω	A	I	2	a	section,	urn:cts:greekLit:tlg0552.tlg003:11
104250	τομεύω	A	I	2	a	section,	urn:cts:greekLit:tlg0550.tlg001:1:4
104250	τομεύω	A	I	2	a	section,	urn:cts:greekLit:tlg0552.tlg004:20
104250	τομεύω	A	I	2	a	section,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104250	τομεύω	A	I	2	a	section,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104250	τομεύω	A	I	2	a	section,	urn:cts:greekLit:tlg4036.tlg011:p.67
104250	τομεύω	A	I	2	a	section,	urn:cts:greekLit:tlg0550.tlg001:2:15
104250	τομεύω	A	I	2	a	section,	urn:cts:greekLit:tlg0550.tlg001:17
104250	τομεύω	A	I	3	a	incision	urn:cts:greekLit:tlg0086.tlg030:682b:25
104250	τομεύω	A	I	4	a	divisibility,	urn:cts:greekLit:tlg0537.tlg006:1p.16U
104250	τομεύω	A	II	1	a	cutting, cleaving,	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:887
104250	τομεύω	A	II	1	a	cutting, cleaving,	urn:cts:greekLit:tlg0006.tlg012.perseus-grc1:160
104250	τομεύω	A	II	1	a	cutting, cleaving,	urn:cts:greekLit:tlg0006.tlg016.perseus-grc1:1101
104250	τομεύω	A	II	1	a	cutting, cleaving,	urn:cts:greekLit:tlg0011.tlg001.perseus-grc1:700
104250	τομεύω	A	II	1	a	cutting, cleaving,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104250	τομεύω	A	II	1	a	cutting, cleaving,	http://www.trismegistos.org/text/78721
104250	τομεύω	A	II	1	a	cutting, cleaving,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104250	τομεύω	A	II	1	a	cutting, cleaving,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:11
104250	τομεύω	A	II	1	a	cutting, cleaving,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104250	τομεύω	A	II	1	a	cutting, cleaving,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104250	τομεύω	A	II	2	a	use of the knife	urn:cts:greekLit:tlg0627.tlg007.perseus-grc1:13
104250	τομεύω	A	II	2	a	use of the knife	urn:cts:greekLit:tlg0059.tlg030.perseus-grc1:406d
104250	τομεύω	A	II	2	a	use of the knife	urn:cts:greekLit:tlg0627.tlg010.perseus-grc1:62
104250	τομεύω	A	II	2	a	use of the knife	urn:cts:greekLit:tlg0565.tlg001:1:80
104250	τομεύω	A	II	2	a	use of the knife	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:3:53
104250	τομεύω	A	II	2	a	use of the knife	Eur. Fr. 403.6
104250	τομεύω	A	II	2	a	use of the knife	urn:cts:greekLit:tlg0059.tlg022:354a
104250	τομεύω	A	II	2	a	use of the knife	urn:cts:greekLit:tlg0059.tlg031:65b
104250	τομεύω	A	II	3	a	castration,	urn:cts:greekLit:tlg0062.tlg031:2
104250	τομεύω	A	II	4	a	shredding	urn:cts:greekLit:tlg1285.tlg001:23:2
104250	τομεύω	A	II	5	a	pruning,	urn:cts:greekLit:tlg0093.tlg002:3:14:2
104250	τομεύω	A	II	5	a	pruning,	urn:cts:greekLit:tlg0525.tlg001.perseus-grc1:2:38:3
104250	τομεύω	A	II	6	a	cutting	urn:cts:greekLit:tlg0059.tlg018:173d
104250	τομεύω	A	II	7	a	canals,	urn:cts:greekLit:tlg2200.tlg004:18:232
104250	τομεύω	A	III	1	a	severance, separation,	urn:cts:greekLit:tlg0059.tlg031:61d
104250	τομεύω	A	III	1	a	severance, separation,	urn:cts:greekLit:tlg0059.tlg031:80e
104250	τομεύω	A	III	1	a	severance, separation,	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:738a
104250	τομεύω	A	III	1	a	severance, separation,	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:944b
104250	τομεύω	A	III	1	a	severance, separation,	urn:cts:greekLit:tlg0082.tlg004:10:18
104250	τομεύω	A	III	1	a	severance, separation,	urn:cts:greekLit:tlg0358.tlg001:1:2
104250	τομεύω	A	III	2	a	logical division,	urn:cts:greekLit:tlg0059.tlg008.perseus-grc1:261a
104250	τομεύω	A	III	2	a	logical division,	urn:cts:greekLit:tlg0086.tlg001:95b:30
104250	τομεύω	A	III	2	a	logical division,	urn:cts:greekLit:tlg0086.tlg025.perseus-grc1:1038a:28
104250	τομεύω	A	III	2	a	logical division,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104250	τομεύω	A	III	3	a	conciseness	urn:cts:greekLit:tlg2050.tlg001:p.461B
104250	τομεύω	A	III	4	a	decisio,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104250	τομεύω	A	IV	1	a	a cut, wound,	urn:cts:greekLit:tlg0086.tlg014:632a:18
104250	τομεύω	A	IV	1	a	a cut, wound,	urn:cts:greekLit:tlg0058.tlg001.perseus-grc1:11:14
104250	τομεύω	A	IV	1	a	a cut, wound,	urn:cts:greekLit:tlg0007.tlg016:16
104250	τομεύω	A	IV	1	a	a cut, wound,	urn:cts:greekLit:tlg0007.tlg012:11
104250	τομεύω	A	IV	2	a	caesura	urn:cts:greekLit:tlg2054.tlg001:1:24
104250	τομεύω	A	IV	2	a	caesura	urn:cts:greekLit:tlg0592.tlg004:2:10
104250	τομεύω	A	IV	2	a	caesura	urn:cts:greekLit:tlg1402.tlg001:15:2
104250	τομεύω	A	IV	2	a	caesura	urn:cts:greekLit:tlg4083.tlg001:740:1
104250	τομεύω	A	V	1	a	edge, cutting power,	urn:cts:greekLit:tlg0074.tlg005:12:2
104252	τομίας	A	I	1	a	one who has been castrated,	urn:cts:greekLit:tlg0410.tlg001:133:5
104252	τομίας	A	I	1	a	one who has been castrated,	urn:cts:greekLit:tlg0086.tlg014:575b:1
104252	τομίας	A	I	1	a	one who has been castrated,	urn:cts:greekLit:tlg0086.tlg014:578a:33
104252	τομίας	A	I	1	a	one who has been castrated,	Perseus:abo:pap,PSI:6:553:2
104252	τομίας	A	I	1	a	one who has been castrated,	urn:cts:greekLit:tlg0015.tlg001:1:11:2
104253	τόμιον	A	I	1	a	victim cut up	urn:cts:greekLit:tlg0019.tlg007.perseus-grc1:192
104253	τόμιον	A	I	1	a	victim cut up	urn:cts:greekLit:tlg0019.tlg007.perseus-grc1:186
104253	τόμιον	A	I	1	a	victim cut up	urn:cts:greekLit:tlg0028.tlg005.perseus-grc1:88
104253	τόμιον	A	I	1	a	victim cut up	urn:cts:greekLit:tlg0059.tlg034.perseus-grc1:753d
104253	τόμιον	A	I	1	a	victim cut up	urn:cts:greekLit:tlg0086.tlg003.perseus-grc1:55:5
104253	τόμιον	A	I	1	a	victim cut up	urn:cts:greekLit:tlg0014.tlg023.perseus-grc1:68
104253	τόμιον	A	I	1	a	victim cut up	urn:cts:greekLit:tlg0026.tlg002.perseus-grc1:87
104253	τόμιον	A	I	1	a	victim cut up	urn:cts:greekLit:tlg0525.tlg001.perseus-grc1:5:24:9
104253	τόμιον	A	I	2	a	small log	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104253	τόμιον	A	I	2	a	small log	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:55
104253	τόμιον	A	I	2	a	small log	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:219
104253	τόμιον	A	I	2	a	small log	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:14
104255	τομίς	A	I	1	a	knife,	urn:cts:greekLit:tlg0527.tlg029:24:37
104255	τομίς	A	I	1	a	knife,	urn:cts:greekLit:tlg0527.tlg029:30:14
104256	τομοειδής	A	I	1	a	sector-like,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104256	τομοειδής	A	I	1	a	sector-like,	urn:cts:greekLit:tlg1799.tlg001.perseus-grc1:p.260
104257	τομός1	A	I	1	a	cutting, sharp,	urn:cts:greekLit:tlg0059.tlg031:61e
104257	τομός1	A	I	1	a	cutting, sharp,	urn:cts:greekLit:tlg0059.tlg031:4
104257	τομός1	A	I	1	a	cutting, sharp,	urn:cts:greekLit:tlg0014.tlg025.perseus-grc1:24
104257	τομός1	A	I	1	a	cutting, sharp,	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1:815
104257	τομός1	A	I	2	a	sharpest, hottest,	urn:cts:greekLit:tlg0031.tlg019.perseus-grc1:4:12
104257	τομός1	A	I	2	a	sharpest, hottest,	urn:cts:greekLit:tlg0533.tlg001:78
104257	τομός1	A	I	2	a	sharpest, hottest,	urn:cts:greekLit:tlg0533.tlg002:94
104257	τομός1	A	I	2	a	sharpest, hottest,	urn:cts:greekLit:tlg0062.tlg044:11
104257	τομός1	A	I	2	a	sharpest, hottest,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
104258	τόμος2	A	I	1	a	slice,	urn:cts:greekLit:tlg1220.tlg001:37
104258	τόμος2	A	I	1	a	slice,	urn:cts:greekLit:tlg0019.tlg002.perseus-grc1:1179
104258	τόμος2	A	I	1	a	slice,	urn:cts:greekLit:tlg0019.tlg002.perseus-grc1:1190
