112910	χά	A	I	1	a	ha! ha!,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114028	χιλοποιόω	A	I	1	a	fodder,	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:7:2:21
114028	χιλοποιόω	A	I	1	a	fodder,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114029	χιλοποίωμα	A	I	1	a	fodder,	urn:cts:greekLit:tlg0067.tlg001:61
114030	χιλώνειος	A	I	1	a	of	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114030	χιλώνειος	A	I	1	a	of	urn:cts:greekLit:tlg0086.tlg038.perseus-grc1:1389b:3
114031	χιλωτήρ	A	I	1	a	nose-bag for cattle	Perseus:abo:pap,UPZ:76:3
114031	χιλωτήρ	A	I	1	a	nose-bag for cattle	Perseus:abo:pap,P.Lond.:2:402:24
114031	χιλωτήρ	A	I	1	a	nose-bag for cattle	urn:cts:greekLit:tlg0542.tlg001:1:185
114031	χιλωτήρ	A	I	1	a	nose-bag for cattle	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114032	χίμαιρα	A	I	1	a	she-goat,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6:181
114032	χίμαιρα	A	I	1	a	she-goat,	urn:cts:greekLit:tlg0020.tlg001.perseus-grc1:322
114032	χίμαιρα	A	I	1	a	she-goat,	Perseus:abo:pap,P.Cair.Zen.:576:3
114032	χίμαιρα	A	I	1	a	she-goat,	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:232
114032	χίμαιρα	A	I	1	a	she-goat,	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:3:2:12
114032	χίμαιρα	A	I	1	a	she-goat,	urn:cts:greekLit:tlg0032.tlg001.perseus-grc1:4:2:20
114032	χίμαιρα	A	I	1	a	she-goat,	urn:cts:greekLit:tlg0032.tlg010:13:8
114032	χίμαιρα	A	I	1	a	she-goat,	urn:cts:greekLit:tlg0011.tlg008.perseus-grc1:502
114032	χίμαιρα	A	I	1	a	she-goat,	urn:cts:greekLit:tlg0086.tlg014:523a:1
114032	χίμαιρα	A	I	1	a	she-goat,	urn:cts:greekLit:tlg0527.tlg003:4:28
114032	χίμαιρα	A	I	1	a	she-goat,	urn:cts:greekLit:tlg0527.tlg003:29
114032	χίμαιρα	A	II	1	a	Chimaera,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:6:179
114032	χίμαιρα	A	II	1	a	Chimaera,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:16:328
114032	χίμαιρα	A	II	1	a	Chimaera,	urn:cts:greekLit:tlg0020.tlg001.perseus-grc1:319
114032	χίμαιρα	A	II	1	a	Chimaera,	urn:cts:greekLit:tlg0406.tlg001:22:3
114032	χίμαιρα	A	II	1	a	Chimaera,	urn:cts:greekLit:tlg0406.tlg001:2:10
114034	χιμαίρειος	A	I	1	a	of a goat,	urn:cts:greekLit:tlg0087.tlg036:149
114035	χιμαιρίς	A	I	1	a	kid,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114036	χιμαιροβάτης	A	I	1	a	goat-mounter,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114036	χιμαιροβάτης	A	I	1	a	goat-mounter,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114037	χιμαιροθύτης	A	I	1	a	goat-sacrificer,	urn:cts:greekLit:tlg1458.tlg001:300
114038	χιμαιροφόνος	A	I	1	a	goat-slaying,	urn:cts:greekLit:tlg1458.tlg001:9:774
114038	χιμαιροφόνος	A	I	1	a	goat-slaying,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114039	χιμαιροφύλαξ	A	I	1	a	goatherd,	urn:cts:greekLit:tlg0082.tlg002:188:27
114041	χιμάραρχος	A	I	1	a	goat-leader,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114041	χιμάραρχος	A	I	1	a	goat-leader,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114043	χίμαρος	A	I	1	a	he-goat,	urn:cts:greekLit:tlg0019.tlg002.perseus-grc1:661
114043	χίμαρος	A	I	1	a	he-goat,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114043	χίμαρος	A	I	1	a	he-goat,	urn:cts:greekLit:tlg0005.tlg002.perseus-grc1:4:15
114043	χίμαρος	A	I	1	a	he-goat,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114043	χίμαρος	A	I	1	a	he-goat,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114043	χίμαρος	A	I	1	a	he-goat,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114043	χίμαρος	A	I	1	a	he-goat,	urn:cts:greekLit:tlg4083.tlg001:1625:33
114043	χίμαρος	A	I	1	a	he-goat,	urn:cts:greekLit:tlg0527.tlg003:4:23
114043	χίμαρος	A	I	1	a	he-goat,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114043	χίμαρος	A	II	1	a	bīmus	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114044	χιμαροσφακτήρ	A	I	1	a	goat-slayer,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114044	χιμαροσφακτήρ	A	I	1	a	goat-slayer,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114047	χιμετλιάω	A	I	1	a	have chilblains,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:37
114048	χίμετλον	A	I	1	a	chilblain,	urn:cts:greekLit:tlg0233.tlg001:19:4
114048	χίμετλον	A	I	1	a	chilblain,	urn:cts:greekLit:tlg0019.tlg004.perseus-grc1:1167
114048	χίμετλον	A	I	1	a	chilblain,	urn:cts:greekLit:tlg0022.tlg001:682
114048	χίμετλον	A	I	1	a	chilblain,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:1290
114048	χίμετλον	A	I	1	a	chilblain,	urn:cts:greekLit:tlg0542.tlg001:2:198
114049	Χιογενής	A	I	1	a	of Chian growth,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114049	Χιογενής	A	I	1	a	of Chian growth,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114050	χιοειδής	A	I	1	a	in form of a	urn:cts:greekLit:tlg0565.tlg001:2:41
114050	χιοειδής	A	I	1	a	in form of a	urn:cts:greekLit:tlg0715.tlg001:6:66
114050	χιοειδής	A	I	1	a	in form of a	urn:cts:greekLit:tlg0715.tlg001:19:34
114051	χῖον	A	I	1	a	a Chian wine-jar,	urn:cts:greekLit:tlg0008.tlg001.perseus-grc1:13:579e
114052	χιόνεος	A	I	1	a	snowy, snow-white,	urn:cts:greekLit:tlg0242.tlg001:13:3
114052	χιόνεος	A	I	1	a	snowy, snow-white,	urn:cts:greekLit:tlg0036.tlg001:1:10
114052	χιόνεος	A	I	1	a	snowy, snow-white,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:26
114052	χιόνεος	A	I	1	a	snowy, snow-white,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:1
114052	χιόνεος	A	I	1	a	snowy, snow-white,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114052	χιόνεος	A	I	2	a	of	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114052	χιόνεος	A	I	2	a	of	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114052	χιόνεος	A	I	2	a	of	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114052	χιόνεος	A	I	2	a	of	urn:cts:greekLit:tlg0124.tlg001:753
114052	χιόνεος	A	I	2	a	of	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114053	χιονίζω	A	I	1	a	snow upon, cover with snow	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:2:22
114053	χιονίζω	A	I	1	a	snow upon, cover with snow	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:1:39
114053	χιονίζω	A	I	1	a	snow upon, cover with snow	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114053	χιονίζω	A	I	1	a	snow upon, cover with snow	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114053	χιονίζω	A	I	1	a	snow upon, cover with snow	urn:cts:greekLit:tlg0004.tlg001.perseus-grc1:6:23
114053	χιονίζω	A	I	1	a	snow upon, cover with snow	urn:cts:greekLit:tlg0001.tlg001.perseus-grc1:4:269
114053	χιονίζω	A	II	1	a	turn into snow,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114053	χιονίζω	A	II	1	a	turn into snow,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114054	χιονικός	A	I	1	a	of snow,	urn:cts:greekLit:tlg0093.tlg010:42
114054	χιονικός	A	II	1	a	crystalline,	urn:cts:greekLit:tlg0093.tlg010:1
114054	χιονικός	A	II	1	a	crystalline,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114055	χιόνινος	A	I	1	a	snow-white,	urn:cts:greekLit:tlg1645.tlg001:10J
114056	χιόνιον	A	I	1	a	eye-salve,	urn:cts:greekLit:tlg0744.tlg001:2:1
114057	χιονισμός	A	I	1	a	snowing,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114057	χιονισμός	A	I	1	a	snowing,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114059	χιονοβλέφαρος	A	I	1	a	with eye of dazzling white,	urn:cts:greekLit:tlg0268.tlg001:7
114060	χιονόβλητος	A	I	1	a	snow-beaten,	urn:cts:greekLit:tlg0019.tlg003.perseus-grc1:270
114061	χιονοβολέομαι	A	I	1	a	to be covered with snow,	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:15:2:10
114061	χιονοβολέομαι	A	I	1	a	to be covered with snow,	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:5:39
114061	χιονοβολέομαι	A	I	1	a	to be covered with snow,	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:17:82
114061	χιονοβολέομαι	A	I	1	a	to be covered with snow,	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:18:25
114061	χιονοβολέομαι	A	I	1	a	to be covered with snow,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114061	χιονοβολέομαι	A	I	1	a	to be covered with snow,	urn:cts:greekLit:tlg0722.tlg001:1:2:6
114062	χιονοβόλος	A	I	1	a	snowy,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114062	χιονοβόλος	A	II	1	a	snow-covered,	urn:cts:greekLit:tlg0099.tlg001.perseus-grc1:9:2:25
114063	χιονόβοσκος	A	I	1	a	nourished by snows,	urn:cts:greekLit:tlg0085.tlg001.perseus-grc1:559
114065	χιονοθρέμμων	A	I	1	a	fostering snow, snow-clad,	urn:cts:greekLit:tlg0006.tlg014.perseus-grc1:1323
114066	χιονόκτυπος	A	I	1	a	snow-beaten,	urn:cts:greekLit:tlg0011.tlg003.perseus-grc1:696
114067	χιονόμελι	A	I	1	a	snow-honey,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114068	χιονόομαι	A	II	1	a	become snow-white,	urn:cts:greekLit:tlg0527.tlg027:67(68).15
114069	χιονόπεζα	A	I	1	a	with snow-white feet,	urn:cts:greekLit:tlg2045.tlg001.perseus-grc1:22:136
114071	χιονόχροος	A	I	1	a	snow-white,	urn:cts:greekLit:tlg1601.tlg001:2:6
114072	χιονόχρως	A	I	1	a	snow-white,	urn:cts:greekLit:tlg0006.tlg014.perseus-grc1:215
114073	χιονώδης	A	I	1	a	snowy,	urn:cts:greekLit:tlg0627.tlg006.perseus-grc1:3:2
114073	χιονώδης	A	I	1	a	snowy,	urn:cts:greekLit:tlg0006.tlg007.perseus-grc1:81
114073	χιονώδης	A	I	1	a	snowy,	urn:cts:greekLit:tlg0001.tlg001.perseus-grc1:1:826
114073	χιονώδης	A	I	1	a	snowy,	urn:cts:greekLit:tlg0022.tlg002:150
114073	χιονώδης	A	I	1	a	snowy,	urn:cts:greekLit:tlg0533.tlg001:1:53P
114073	χιονώδης	A	I	1	a	snowy,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114073	χιονώδης	A	I	1	a	snowy,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114073	χιονώδης	A	I	1	a	snowy,	urn:cts:greekLit:tlg0060.tlg001.perseus-grc3:7:16
114074	χιονωπός	A	I	1	a	snow-white, fair,	urn:cts:greekLit:tlg2045.tlg001.perseus-grc1:17:43
114075	Χίος1	A	I	1	a	Chios,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:3:170
114075	Χίος1	A	I	1	a	Chios,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:142
114075	Χίος1	A	I	1	a	Chios,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:8:15
114075	Χίος1	A	I	1	a	Chios,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:28
114075	Χίος1	A	I	1	a	Chios,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:38
114075	Χίος1	A	I	1	a	Chios,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:99
114075	Χίος1	A	I	1	a	Chios,	urn:cts:greekLit:tlg0003.tlg001.perseus-grc1:101
114075	Χίος1	A	I	1	a	Chios,	urn:cts:greekLit:tlg0261.tlg001:[119]
114075	Χίος1	A	I	1	a	Chios,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114076	Χῖος2	A	I	1	a	of	urn:cts:greekLit:tlg0627.tlg010.perseus-grc1:62
114076	Χῖος2	A	I	1	a	of	urn:cts:greekLit:tlg0419.tlg001:11
114076	Χῖος2	A	I	1	a	of	Perseus:abo:pap,P.Cair.Zen.:33:12
114076	Χῖος2	A	I	1	a	of	urn:cts:greekLit:tlg0005.tlg001.perseus-grc1:7:47
114076	Χῖος2	A	I	1	a	of	urn:cts:greekLit:tlg0014.tlg035.perseus-grc1:52
114076	Χῖος2	A	I	1	a	of	urn:cts:greekLit:tlg0461.tlg001:269
114076	Χῖος2	A	II	1	a	ace-dot,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:38
114076	Χῖος2	A	II	1	a	ace-dot,	urn:cts:greekLit:tlg0508.tlg001:23
114076	Χῖος2	A	II	1	a	ace-dot,	urn:cts:greekLit:tlg0086.tlg005:292a:29
114076	Χῖος2	A	II	1	a	ace-dot,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114076	Χῖος2	A	II	1	a	ace-dot,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114076	Χῖος2	A	II	1	a	ace-dot,	urn:cts:greekLit:tlg0542.tlg001:7:204
114076	Χῖος2	A	II	1	a	ace-dot,	urn:cts:greekLit:tlg0542.tlg001:205
114076	Χῖος2	A	II	1	a	ace-dot,	urn:cts:greekLit:tlg0596.tlg001:4:74
114076	Χῖος2	A	II	1	a	ace-dot,	urn:cts:greekLit:tlg0086.tlg014:499b:29
114077	Χιουργής	A	I	1	a	of Chian work,	urn:cts:greekLit:tlg0319.tlg001:35
114077	Χιουργής	A	I	1	a	of Chian work,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114077	Χιουργής	A	I	1	a	of Chian work,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:111
114077	Χιουργής	A	I	1	a	of Chian work,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:112
114078	χιόω	A	I	1	a	mark with a	urn:cts:greekLit:tlg9022.tlg001:5:164
114078	χιόω	A	I	2	a	write	urn:cts:greekLit:tlg2580.tlg002:3:4
114078	χιόω	A	I	2	a	write	urn:cts:greekLit:tlg2050.tlg002:p.272D
114079	χιραλέος	A	I	1	a	with chapped hands	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114083	χιτών	A	I	1	a	a man's tunic	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:2:42
114083	χιτών	A	I	1	a	a man's tunic	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:15:60
114083	χιτών	A	I	1	a	a man's tunic	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:1:155
114083	χιτών	A	I	1	a	a man's tunic	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:14:72
114083	χιτών	A	I	1	a	a man's tunic	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:19:242
114083	χιτών	A	I	1	a	a man's tunic	urn:cts:greekLit:tlg0020.tlg002.perseus-grc1:537
114083	χιτών	A	I	1	a	a man's tunic	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:1:437
114083	χιτών	A	I	1	a	a man's tunic	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:24:580
114083	χιτών	A	I	1	a	a man's tunic	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:19:234
114083	χιτών	A	I	1	a	a man's tunic	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:14:132
114083	χιτών	A	I	1	a	a man's tunic	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:154
114083	χιτών	A	I	1	a	a man's tunic	urn:cts:greekLit:tlg0020.tlg003.perseus-grc1:287
114083	χιτών	A	II	1	a	coat of mail,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:5:113
114083	χιτών	A	II	1	a	coat of mail,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:13:439
114083	χιτών	A	II	1	a	coat of mail,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:7:61
114083	χιτών	A	II	1	a	coat of mail,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:9:22
114083	χιτών	A	II	1	a	coat of mail,	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:6:4:1
114083	χιτών	A	III	1	a	part of a shoe that coats the foot, upper,	urn:cts:greekLit:tlg0032.tlg007.perseus-grc1:8:2:5
114083	χιτών	A	III	1	a	part of a shoe that coats the foot, upper,	urn:cts:greekLit:tlg0086.tlg038.perseus-grc1:1392a:31
114083	χιτών	A	IV	1	a	any coat, case,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:7:139
114083	χιτών	A	IV	1	a	any coat, case,	urn:cts:greekLit:tlg0627.tlg001.perseus-grc1:19
114083	χιτών	A	IV	1	a	any coat, case,	urn:cts:greekLit:tlg0627.tlg012.perseus-grc1:7:45
114083	χιτών	A	IV	1	a	any coat, case,	urn:cts:greekLit:tlg0537.tlg003:2:993:1
114083	χιτών	A	IV	1	a	any coat, case,	urn:cts:greekLit:tlg0086.tlg037:480a:4
114083	χιτών	A	IV	1	a	any coat, case,	urn:cts:greekLit:tlg0086.tlg030:679a:1
114083	χιτών	A	IV	1	a	any coat, case,	urn:cts:greekLit:tlg0086.tlg014:557b:16
114083	χιτών	A	IV	1	a	any coat, case,	urn:cts:greekLit:tlg0086.tlg014:561a:14
114083	χιτών	A	IV	1	a	any coat, case,	urn:cts:greekLit:tlg0565.tlg001:1:7
114083	χιτών	A	IV	1	a	any coat, case,	urn:cts:greekLit:tlg0565.tlg001:58
114083	χιτών	A	IV	1	a	any coat, case,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114083	χιτών	A	IV	1	a	any coat, case,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114083	χιτών	A	IV	1	a	any coat, case,	urn:cts:greekLit:tlg0627.tlg032:3
114083	χιτών	A	IV	1	a	any coat, case,	urn:cts:greekLit:tlg0093.tlg001:1:12:3
114083	χιτών	A	IV	1	a	any coat, case,	urn:cts:greekLit:tlg0093.tlg001:8:4:1
114083	χιτών	A	IV	1	a	any coat, case,	urn:cts:greekLit:tlg0093.tlg002:1:4:1
114083	χιτών	A	IV	2	a	vesture,	urn:cts:greekLit:tlg1342.tlg001:126
114083	χιτών	A	IV	2	a	vesture,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114083	χιτών	A	IV	2	a	vesture,	urn:cts:greekLit:tlg4036.tlg005:209
114083	χιτών	A	IV	2	a	vesture,	urn:cts:greekLit:tlg0526.tlg001.perseus-grc1:3:7:2
114084	χιτωνάριον	A	I	1	a	woman's frock,	urn:cts:greekLit:tlg0541.tlg001:727
114084	χιτωνάριον	A	I	1	a	woman's frock,	Perseus:abo:pap,P.Cair.Zen.:469
114084	χιτωνάριον	A	I	1	a	woman's frock,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114084	χιτωνάριον	A	I	1	a	woman's frock,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114084	χιτωνάριον	A	I	1	a	woman's frock,	urn:cts:greekLit:tlg0074.tlg-02:1:25:21
114084	χιτωνάριον	A	I	1	a	woman's frock,	urn:cts:greekLit:tlg0565.tlg001:1:111
114086	χιτωνία	A	I	1	a	dress,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114087	χιτώνιον	A	I	1	a	woman's frock	urn:cts:greekLit:tlg0019.tlg009.perseus-grc1:414
114087	χιτώνιον	A	I	1	a	woman's frock	urn:cts:greekLit:tlg0019.tlg011.perseus-grc1:984
114087	χιτώνιον	A	I	1	a	woman's frock	urn:cts:greekLit:tlg0019.tlg007.perseus-grc1:48
114087	χιτώνιον	A	I	1	a	woman's frock	urn:cts:greekLit:tlg0019.tlg007.perseus-grc1:150
114087	χιτώνιον	A	I	1	a	woman's frock	urn:cts:greekLit:tlg0019.tlg012:325
114087	χιτώνιον	A	I	1	a	woman's frock	urn:cts:greekLit:tlg0019.tlg012:632
114087	χιτώνιον	A	I	1	a	woman's frock	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114087	χιτώνιον	A	I	1	a	woman's frock	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114087	χιτώνιον	A	I	1	a	woman's frock	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114087	χιτώνιον	A	I	1	a	woman's frock	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114087	χιτώνιον	A	I	1	a	woman's frock	Perseus:abo:pap,P.Cair.Zen.:776:8
114087	χιτώνιον	A	I	1	a	woman's frock	urn:cts:greekLit:tlg0062.tlg033:37
114087	χιτώνιον	A	I	1	a	woman's frock	urn:cts:greekLit:tlg0508.tlg001:71
114091	κιθωνίσκος	A	I	1	a	short frock	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:5:4:13
114091	κιθωνίσκος	A	I	1	a	short frock	urn:cts:greekLit:tlg0019.tlg006.perseus-grc1:946
114091	κιθωνίσκος	A	I	1	a	short frock	urn:cts:greekLit:tlg0540.tlg010.perseus-grc1:10
114091	κιθωνίσκος	A	I	1	a	short frock	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114091	κιθωνίσκος	A	I	1	a	short frock	urn:cts:greekLit:tlg0059.tlg026:368c
114091	κιθωνίσκος	A	I	1	a	short frock	urn:cts:greekLit:tlg0014.tlg021.perseus-grc1:216
114091	κιθωνίσκος	A	I	1	a	short frock	urn:cts:greekLit:tlg0059.tlg026:368c
114091	κιθωνίσκος	A	I	1	a	short frock	urn:cts:greekLit:tlg0014.tlg019.perseus-grc1:197
114091	κιθωνίσκος	A	I	1	a	short frock	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114091	κιθωνίσκος	A	I	1	a	short frock	urn:cts:greekLit:tlg0413.tlg001:12
114091	κιθωνίσκος	A	II	1	a	coat	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114091	κιθωνίσκος	A	II	1	a	coat	urn:cts:greekLit:tlg0718.tlg008:76
114092	χιωδῶς	A	I	1	a	in Hp.Fract.	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114092	χιωδῶς	A	I	1	a	in Hp.Fract.	urn:cts:greekLit:tlg2123.tlg001:12:285C
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:10:7
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:22:152
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:19:205
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0012.tlg002.perseus-grc1:14:476
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:2:22
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:4:50
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0085.tlg005.perseus-grc1:564
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0085.tlg008:300:5
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0011.tlg002.perseus-grc1:830
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0012.tlg001.perseus-grc1:12:278
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0016.tlg001.perseus-grc1:4:31
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0019.tlg001.perseus-grc1:138
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0006.tlg001.perseus-grc1:329
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0006.tlg017.perseus-grc1:662
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0032.tlg006.perseus-grc1:4:4:11
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0093.tlg010:24
114093	χιών	A	I	1	a	snow,	urn:cts:greekLit:tlg0086.tlg028:394a:36
114093	χιών	A	II	1	a	snow-water, 'ice-coldwater,	urn:cts:greekLit:tlg0006.tlg006.perseus-grc1:215
114093	χιών	A	II	1	a	snow-water, 'ice-coldwater,	urn:cts:greekLit:tlg0006.tlg011.perseus-grc1:1067
114093	χιών	A	II	1	a	snow-water, 'ice-coldwater,	urn:cts:greekLit:tlg0462.tlg001:1
114093	χιών	A	II	1	a	snow-water, 'ice-coldwater,	urn:cts:greekLit:tlg0508.tlg001:57
114093	χιών	A	II	1	a	snow-water, 'ice-coldwater,	urn:cts:greekLit:tlg0402.tlg001:141:10
114093	χιών	A	II	1	a	snow-water, 'ice-coldwater,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114093	χιών	A	II	1	a	snow-water, 'ice-coldwater,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114093	χιών	A	II	1	a	snow-water, 'ice-coldwater,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114093	χιών	A	II	1	a	snow-water, 'ice-coldwater,	urn:cts:greekLit:tlg0086.tlg028:394a:16
114094	χλαβός	A	I	1	a	well-fed,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114095	χλάδω	A	I	1	a	exult loudly,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114095	χλάδω	A	I	1	a	exult loudly,	urn:cts:greekLit:tlg0033.tlg001.perseus-grc1:9:2
114095	χλάδω	A	I	1	a	exult loudly,	urn:cts:greekLit:tlg0033.tlg002.perseus-grc1:4:179
114095	χλάδω	A	I	1	a	exult loudly,	urn:cts:greekLit:tlg0033.tlg005:2:10
114095	χλάδω	A	I	1	a	exult loudly,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114096	χλαῖνα	A	I	1	a	upper-garment, cloak, wrapper,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114096	χλαῖνα	A	I	1	a	upper-garment, cloak, wrapper,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
114096	χλαῖνα	A	I	1	a	upper-garment, cloak, wrapper,	urn:cts:greekLit:tlg0009.tlg001:22:9
114096	χλαῖνα	A	I	1	a	upper-garment, cloak, wrapper,	urn:cts:greekLit:tlg0000.tlg001.perseus-grc1:
